City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
350,Mount Gambier,-37.8333,140.7667,11.73,73,100,2.65,AU,1684791780
351,Ishikawa,26.4233,127.8214,22.18,83,100,6.71,JP,1684792048
352,Kaa-Khem,51.6833,94.7333,9.29,65,96,2.12,RU,1684792049
353,Faaa,-17.55,-149.6,29.98,70,40,2.24,PF,1684791929
354,Saminaka,10.414,8.6828,25.42,67,68,1.97,NG,1684792049
355,Stephenville,32.2207,-98.2023,28.85,48,0,2.06,US,1684792049
356,Kirensk,57.7853,108.1119,6.14,78,95,0.77,RU,1684792050
357,Sinjai,-5.1241,120.253,23.59,92,30,0.76,ID,1684792050
358,Namdrik,5.5994,168.1028,28.18,76,74,4.92,MH,1684792050
359,Buckie,57.6757,-2.9624,9.88,75,100,5.39,GB,1684792050
360,Río Gallegos,-51.6226,-69.2181,4.03,60,0,5.66,AR,1684792050
361,Molalla,45.1473,-122.577,17.23,55,100,3.58,US,1684791872
362,Lā‘ie,21.6477,-157.9253,28.98,78,83,1.79,US,1684792051
363,Bac Lieu,9.285,105.7244,27.46,80,61,3.05,VN,1684792051
364,Luena,-11.7833,19.9167,20.1,49,95,2.57,AO,1684792052
365,Ust-Nera,64.5667,143.2,3.62,77,98,1.18,RU,1684792052
366,Trignac,47.3167,-2.1833,17.15,79,0,4.63,FR,1684792052
367,Rawson,-43.3002,-65.1023,11.44,62,42,5.42,AR,1684792053
368,Plettenberg Bay,-34.0527,23.3716,14.37,56,100,2.31,ZA,1684792053
369,Yunak,38.8142,31.7322,12.12,82,100,0.7,TR,1684792053
370,Nemuro,43.3236,145.575,5.55,87,98,3.53,JP,1684792053
371,Rechka Vydrino,51.485,104.8461,7.74,75,76,2.93,RU,1684792054
372,Wichian Buri,15.6578,101.106,27.77,70,93,1.61,TH,1684792054
373,Tarko-Sale,64.9225,77.785,6.21,82,75,5.24,RU,1684792054
374,Nantucket,41.2835,-70.0995,13.94,79,0,7.72,US,1684792055
375,Huedin,46.8667,23.05,12.23,77,0,2.47,RO,1684792055
376,Vaasa,63.096,21.6158,11.27,64,0,2.24,FI,1684792055
377,Chamdo,31.1667,97.2333,-0.9,50,50,1.2,CN,1684792055
378,Alakurtti,66.9672,30.3491,13.32,67,65,2.36,RU,1684792056
379,La Passe,45.5549,-0.8967,18.13,94,98,3.93,FR,1684792056
380,Mont-Tremblant,46.1949,-74.6264,16.77,23,0,0.51,CA,1684791887
381,Puerto Rico,-26.796,-55.024,19.87,85,6,1.4,AR,1684791790
382,Tucupita,9.0622,-62.051,22.48,99,100,1.96,VE,1684792030
383,Rio Grande,-32.035,-52.0986,21.06,80,85,3.97,BR,1684792057
384,Maintirano,-18.0667,44.0167,22.72,75,0,4.87,MG,1684792057
385,Abancay,-13.6339,-72.8814,19.64,58,38,1.78,PE,1684792057
386,Aasiaat,68.7098,-52.8699,-1.15,79,38,5.19,GL,1684792057
387,Berdigestyakh,62.0989,126.6992,1.71,45,29,2.35,RU,1684792057
388,Machico,32.7,-16.7667,18.35,63,40,5.14,PT,1684792058
389,Mergen,49.1833,125.2167,16.21,41,19,2.84,CN,1684791794
390,Likiep,9.8251,169.3107,28.08,80,99,5.84,MH,1684792058
391,Khāsh,28.2211,61.2158,23.28,37,83,2.35,IR,1684792058
392,Bajil,15.0584,43.2851,33.05,48,43,0.91,YE,1684792059
393,Ketchikan,55.3422,-131.6461,16.26,39,0,5.66,US,1684792059
394,Genhe,50.7833,121.5167,11.99,39,84,1.56,CN,1684792059
395,Kampong Chhnang,12.1667,104.55,24.84,82,100,1.6,KH,1684792060
396,Mālvan,16.0667,73.4667,28.64,79,69,4.51,IN,1684792060
397,Kolonia Town,6.964,158.206,27.0,83,100,0.0,FM,1684792060
398,Greenland,43.0362,-70.8328,18.78,63,40,5.66,US,1684792060
399,Afaahiti,-17.75,-149.2833,28.93,77,4,7.0,PF,1684791814
400,Severo-Yeniseyskiy,60.3725,93.0408,2.77,90,55,1.93,RU,1684792060
401,Arraial do Cabo,-22.9661,-42.0278,22.92,83,40,4.12,BR,1684791786
402,Borovskoy,53.8,64.15,15.29,49,55,2.26,KZ,1684792061
403,Eraan,9.0629,117.7016,26.12,84,94,1.7,PH,1684792061
404,Eydhafushi,5.1033,73.0708,28.23,75,36,1.89,MV,1684792061
405,Guiglo,6.5456,-7.4966,23.59,96,68,1.09,CI,1684792061
406,Port Blair,11.6667,92.75,27.02,89,20,1.03,IN,1684792061
407,Buala,-8.145,159.5921,28.39,76,64,2.09,SB,1684792061
408,Salahonda,2.1019,-78.7217,27.52,78,35,4.78,CO,1684792062
409,Cole Harbour,44.6724,-63.4751,13.43,62,100,3.13,CA,1684792063
410,Shenjiamen,29.9576,122.298,16.55,79,7,7.22,CN,1684792063
411,Castillos,-34.1667,-53.8333,17.64,82,46,1.29,UY,1684792063
412,Nybro,56.7446,15.9071,11.14,70,51,1.5,SE,1684792063
413,Kailua-Kona,19.6406,-155.9956,25.98,87,100,4.63,US,1684791817
414,Tanjung Pinang,0.9167,104.45,27.1,81,8,2.03,ID,1684792063
415,Utrik,11.2278,169.8474,27.79,80,93,7.5,MH,1684792064
416,Misratah,32.3754,15.0925,18.98,77,0,2.74,LY,1684792064
417,Igarka,67.4667,86.5833,2.23,98,100,7.18,RU,1684792064
418,The Pas,53.8251,-101.2541,24.01,38,0,3.09,CA,1684791798
419,Sinabang,2.4803,96.3801,26.96,80,96,1.92,ID,1684792064
420,Ceeldheer,3.8488,47.1806,26.72,85,18,5.03,SO,1684792064
421,Vila Velha,-20.3297,-40.2925,23.3,87,20,2.57,BR,1684792064
422,Luís Correia,-2.8792,-41.6669,26.56,86,82,2.05,BR,1684792065
423,Mazamari,-11.3258,-74.5308,24.99,90,81,0.31,PE,1684792065
424,Lae,-6.7221,146.9847,23.37,86,100,3.29,PG,1684792065
425,Jatiroto,-7.8833,111.1167,20.66,88,5,0.93,ID,1684792065
426,Mytilene,39.11,26.5547,17.9,82,20,1.54,GR,1684792065
427,Kabare,-2.4683,28.8242,15.73,94,52,0.13,CD,1684792065
428,La Descubierta,18.5705,-71.7297,28.57,73,53,0.49,DO,1684792065
429,Ivdel',60.6911,60.4206,10.17,93,7,1.23,RU,1684792066
430,Port Saint John's,-31.6229,29.5448,14.6,77,78,2.82,ZA,1684792066
431,Antofagasta,-23.65,-70.4,17.6,84,34,2.33,CL,1684791963
432,Barranca,-10.75,-77.7667,22.33,74,64,4.65,PE,1684792066
433,Betioky,-23.7167,44.3833,17.08,87,3,1.17,MG,1684792066
434,Sunne,59.8376,13.143,15.23,93,70,0.62,SE,1684792066
435,Ferkessédougou,9.6,-5.2,24.68,86,60,3.0,CI,1684792066
436,Codajás,-3.8367,-62.0569,25.52,94,23,1.28,BR,1684792066
437,Luxor,25.6989,32.6421,33.03,18,75,4.12,EG,1684792066
438,Acajutla,13.5928,-89.8275,30.51,64,93,3.3,SV,1684792067
439,Holualoa,19.6228,-155.9522,23.91,88,100,4.63,US,1684792067
440,East London,-33.0153,27.9116,14.6,69,100,4.15,ZA,1684792067
441,Teguise,29.0605,-13.564,18.12,73,40,3.6,ES,1684792067
442,Arrondissement de la Basse-Terre,16.1667,-61.6667,26.58,74,40,5.14,GP,1684792067
443,Horta,38.5333,-28.6333,17.23,80,12,4.47,PT,1684792067
444,Palmer,42.1584,-72.3287,22.75,41,75,2.06,US,1684792067
445,Ingeniero Guillermo N. Juárez,-23.9,-61.85,23.52,81,97,0.67,AR,1684792067
446,Piaçabuçu,-10.4056,-36.4344,24.68,89,77,4.14,BR,1684792067
447,Port Hedland,-20.3167,118.5667,14.03,41,68,3.6,AU,1684792068
448,Banff,51.1762,-115.5698,19.57,55,100,1.54,CA,1684791918
449,Cologne,50.9333,6.95,17.75,79,20,2.06,DE,1684792068
450,Acaraú,-2.8856,-40.12,26.25,88,85,4.41,BR,1684792068
451,Aoulef,26.9667,1.0833,26.51,11,14,3.69,DZ,1684792068
452,Baruun-Urt,46.6806,113.2792,11.7,30,80,3.62,MN,1684792068
453,Laojunmiao,39.8333,97.7333,11.93,36,2,2.92,CN,1684792068
454,Zouérat,22.7187,-12.4521,24.2,24,98,6.17,MR,1684792068
455,Merizo Village,13.2658,144.6691,27.85,97,100,10.35,GU,1684792069
456,Cold Lake,54.4502,-110.2017,26.97,34,100,10.8,CA,1684792069
457,Bairnsdale,-37.8333,147.6167,7.25,88,40,0.45,AU,1684792069
458,Powell,40.1578,-83.0752,26.73,37,0,2.06,US,1684792069
459,Naze,28.3667,129.4833,18.51,74,72,7.79,JP,1684792069
460,Vernon,50.2581,-119.2691,13.75,77,100,4.92,CA,1684791815
461,Weno,7.4515,151.8468,28.97,84,100,5.14,FM,1684792069
462,Dedza,-14.3779,34.3332,15.24,58,67,0.26,MW,1684792069
463,Akureyri,65.6835,-18.0878,8.96,43,40,3.6,IS,1684792069
464,Pandan,14.0453,124.1694,26.82,84,71,2.18,PH,1684792070
465,Bakanas,44.8081,76.2772,16.53,25,82,3.75,KZ,1684792070
466,Bougouni,11.417,-7.479,28.0,61,96,2.52,ML,1684792070
467,Sarrebourg,48.7333,7.05,17.34,96,89,1.47,FR,1684792070
468,Price,39.5994,-110.8107,26.59,21,0,4.12,US,1684792070
469,Fuling,29.7022,107.3919,15.15,96,100,0.52,CN,1684792070
470,Cannonvale,-20.2833,148.7,19.66,73,85,7.54,AU,1684792070
471,Troitsko-Pechorsk,62.7084,56.1964,9.69,89,29,1.06,RU,1684792070
472,Villanueva de Córdoba,38.3228,-4.6287,9.86,95,100,0.53,ES,1684792071
473,Kyren,51.6828,102.1408,7.04,80,100,0.31,RU,1684792071
474,Kismayo,-0.3582,42.5454,26.92,86,28,6.42,SO,1684792071
475,Kencong,-8.2833,113.3667,21.84,91,2,1.05,ID,1684792071
476,Cooma,-36.2333,149.1333,3.36,67,0,0.59,AU,1684792071
477,Filingué,14.3521,3.3168,31.48,47,100,4.09,NE,1684792071
478,Thunder Bay,48.4001,-89.3168,13.95,47,100,5.14,CA,1684791801
479,Hotan,37.0997,79.9269,21.05,14,5,0.5,CN,1684792071
480,Santa Maria da Vitória,-13.3947,-44.1886,23.67,46,5,1.41,BR,1684792071
481,Mabaruma,8.2,-59.7833,25.0,100,75,0.0,GY,1684792072
482,Zarghūn Shahr,32.8473,68.4457,18.99,40,95,1.71,AF,1684792072
483,Tomatlán,19.9333,-105.25,33.52,46,66,4.74,MX,1684792072
484,Kez,57.8979,53.7152,11.95,86,69,0.21,RU,1684792072
485,Kruisfontein,-34.0033,24.7314,13.27,75,100,2.81,ZA,1684792072
486,Paita,-5.0892,-81.1144,25.02,75,37,7.53,PE,1684792072
487,Sisimiut,66.9395,-53.6735,-1.06,74,16,8.96,GL,1684791837
488,Yelizovo,53.1873,158.3805,1.08,100,100,4.02,RU,1684792072
489,Padangsidempuan,1.3667,99.2667,22.15,98,100,0.75,ID,1684792073
490,Taseyevo,57.2169,94.8978,6.75,87,97,1.68,RU,1684792073
491,Acapulco de Juárez,16.8634,-99.8901,32.9,66,75,2.06,MX,1684792073
492,Vandergrift,40.6028,-79.5648,26.64,26,3,1.33,US,1684792073
493,Nyurba,63.2842,118.3319,4.07,51,96,2.79,RU,1684792073
494,Wildwood,38.5828,-90.6629,27.5,37,0,3.13,US,1684792001
495,Swakopmund,-22.6833,14.5333,12.77,90,3,0.45,NA,1684792073
496,La Sarre,48.8002,-79.1996,15.1,35,89,1.93,CA,1684792073
497,Arica,-18.475,-70.3042,22.75,73,0,4.12,CL,1684791892
498,Chadron,42.8294,-102.9999,28.31,34,0,4.12,US,1684792073
499,Armação de Búzios,-22.7469,-41.8817,23.03,86,97,5.0,BR,1684792074
500,Nushki,29.5542,66.0215,26.33,29,56,1.98,PK,1684791857
501,Arroio do Meio,-29.4011,-51.945,20.17,90,21,0.96,BR,1684792054
502,Klyuchi,52.2667,79.1667,13.93,49,71,3.37,RU,1684792074
503,Kuruman,-27.4524,23.4325,11.31,30,47,2.01,ZA,1684792074
504,Kendari,-3.945,122.4989,23.05,95,71,1.04,ID,1684792074
505,Poxoréo,-15.8372,-54.3892,24.46,54,82,1.69,BR,1684792074
506,San Patricio,28.017,-97.5169,32.87,61,82,2.82,US,1684792074
507,El Granada,37.5027,-122.4694,30.45,68,20,5.66,US,1684791794
508,Pointe-Noire,-4.7761,11.8635,24.73,85,88,1.85,CG,1684792075
509,Jalandhar,31.3256,75.5792,28.86,64,1,1.8,IN,1684792075
510,Shatura,55.5725,39.5368,14.18,82,100,1.89,RU,1684792075
511,Gualeguaychú,-33.0094,-58.5172,17.72,94,100,2.49,AR,1684792075
512,Kavieng,-2.5744,150.7967,28.24,79,96,8.61,PG,1684791826
513,Paea,-17.6833,-149.5833,29.84,70,40,1.54,PF,1684792075
514,Ulladulla,-35.35,150.4667,9.58,69,1,2.34,AU,1684791833
515,Al Bardīyah,31.7561,25.0865,19.01,79,0,2.44,LY,1684792075
516,La Mira,18.035,-102.3266,31.4,59,8,5.42,MX,1684792075
517,Puerto Escondido,15.85,-97.0667,33.46,62,20,6.17,MX,1684792076
518,Khandyga,62.6667,135.6,3.36,61,81,1.8,RU,1684792076
519,Muroto-misakicho,33.2833,134.15,18.11,90,100,5.56,JP,1684792076
520,Jaranwala,31.3333,73.4333,31.03,30,44,1.19,PK,1684792076
521,Iwaki,37.05,140.8833,13.76,96,100,3.22,JP,1684792076
522,Jaitāran,26.2031,73.9364,30.33,30,47,5.28,IN,1684792076
523,Al Jawf,29.5,38.75,26.98,19,15,3.0,SA,1684792076
524,Ataq,14.5377,46.8319,23.71,64,13,4.83,YE,1684792076
525,Laguna,38.421,-121.4238,34.63,30,0,1.54,US,1684791798
526,Mahibadhoo,3.7833,72.9667,28.38,73,9,1.84,MV,1684792077
527,Ryōtsu-minato,38.0833,138.4333,14.42,80,100,1.49,JP,1684792077
528,St. John's,47.5649,-52.7093,4.26,89,100,6.17,CA,1684791817
529,Luganville,-15.5333,167.1667,27.04,84,100,2.34,VU,1684792077
530,Tyuratam,45.6507,63.3156,21.62,37,94,7.3,KZ,1684792077
531,Colgong,25.2667,87.2167,29.26,63,53,4.74,IN,1684792077
532,Hasaki,35.7333,140.8333,15.68,87,100,8.34,JP,1684792077
533,Charlottetown,46.2352,-63.1267,8.29,60,75,5.14,CA,1684791823
534,Nguigmi,14.2495,13.1092,32.42,40,16,2.9,NE,1684791862
535,Tazacorte,28.629,-17.9293,19.54,84,0,4.63,ES,1684792078
536,Margate,51.3813,1.3862,13.83,70,1,4.47,GB,1684792078
537,Mount Sterling,38.0565,-83.9433,24.66,35,0,4.12,US,1684791945
538,Shingū,33.7333,135.9833,18.74,87,100,2.04,JP,1684792078
539,San Rafael del Sur,11.8485,-86.4384,35.54,48,100,0.52,NI,1684792078
540,Novy Urengoy,66.0833,76.6333,3.15,94,54,5.54,RU,1684792078
541,Mastung,29.7994,66.845,23.38,30,98,1.87,PK,1684792078
542,Arkhangelsk,64.5401,40.5433,13.13,52,73,1.77,RU,1684792078
543,Gizo Government Station,-8.103,156.8419,28.26,75,100,1.89,SB,1684792079
544,Asău,46.4333,26.4,11.51,80,3,2.43,RO,1684792079
545,Santa Marta de Ortigueira,43.6833,-7.85,15.14,86,88,0.45,ES,1684792079
546,Cidreira,-30.1811,-50.2056,19.48,86,81,2.92,BR,1684792079
547,Sarangani,5.4033,125.4636,28.4,79,23,6.22,PH,1684792079
548,Kuusamo,65.9667,29.1833,15.02,51,0,1.54,FI,1684792079
549,Uttarkāshi,30.7333,78.45,20.76,35,39,3.53,IN,1684792079
550,Mountain Home,43.133,-115.6912,22.71,33,40,8.94,US,1684792079
551,Hassi Messaoud,31.6804,6.0729,27.92,10,0,1.03,DZ,1684792080
552,Ola,59.5833,151.2833,6.19,73,100,4.55,RU,1684791794
553,Kodinsk,58.6881,99.1844,5.58,76,99,1.47,RU,1684792080
554,Uren',57.4552,45.7852,13.61,81,100,2.3,RU,1684792080
555,Pariaman,-0.619,100.12,24.78,89,98,1.66,ID,1684792080
556,Tripoli,32.8752,13.1875,19.2,74,0,4.45,LY,1684792080
557,Kerikeri,-35.2268,173.9474,14.95,96,63,1.79,NZ,1684792080
558,Şurmān,32.7567,12.5716,20.3,66,0,5.61,LY,1684792080
559,Maceió,-9.6658,-35.7353,24.69,94,75,1.54,BR,1684792080
560,Yuanping,38.7153,112.7575,12.15,38,45,0.29,CN,1684792081
561,Plastun,44.7561,136.2939,10.95,73,8,1.07,RU,1684792081
562,Luanco,43.6152,-5.7934,15.71,93,100,2.48,ES,1684792081
563,Kangding,30.0513,101.9603,10.24,90,100,3.24,CN,1684792081
564,Villa Gesell,-37.2639,-56.973,14.47,92,96,3.77,AR,1684792081
565,Salinópolis,-0.6136,-47.3561,26.89,85,74,4.45,BR,1684792081
566,Kill Devil Hills,36.0307,-75.676,21.0,75,0,5.66,US,1684792081
567,Valparaíso,-33.0393,-71.6273,17.78,81,75,2.57,CL,1684792080
568,Nha Trang,12.25,109.1833,27.0,81,90,2.25,VN,1684792082
569,Neftekamsk,56.092,54.2703,14.31,52,48,1.4,RU,1684792082
570,Taxisco,14.0708,-90.4631,30.62,56,100,3.07,GT,1684792082
571,Fuxin,42.0156,121.6589,17.8,33,13,1.4,CN,1684792083
572,Qingyang,37.4958,121.2581,17.59,38,1,3.36,CN,1684792083
573,Bytów,54.1706,17.4919,11.23,73,89,2.5,PL,1684792083
574,Golyshmanovo,56.3979,68.3728,13.44,43,55,1.11,RU,1684792084
575,Zirǝ,40.3661,50.2917,18.05,72,100,3.41,AZ,1684792085
576,São Pedro,-22.5486,-47.9139,17.27,68,82,0.75,BR,1684791809
577,Chivhu,-19.0211,30.8922,12.9,68,20,4.27,ZW,1684792086
